"Player 1";"1";"27";"7";"0";"2.5";"1";"3";"2";"1";"0";"1"
"Player 3";"0";"15";"0";"4";"3.75";"0";"2";"0";"1";"0";"1"
"Player 2";"0";"6";"0";"1";"1.5";"1";"2";"1";"0";"0";"0"
"Player 2";"1";"25";"4";"1";"2.625";"1";"5";"1";"1";"0";"0"
"Player 3";"0";"20";"0";"3";"2.857142857142857";"1";"2";"4";"0";"0";"0"
"Player 1";"0";"9";"0";"2";"1.5";"2";"2";"2";"0";"0";"0"
"Player 1";"1";"28";"4";"1";"3.0";"0";"3";"3";"1";"0";"1"
"Player 3";"0";"23";"5";"0";"2.25";"2";"2";"2";"1";"0";"1"
"Player 2";"0";"17";"0";"1";"3.4";"2";"0";"0";"2";"0";"1"
"Player 2";"1";"24";"4";"1";"2.5";"3";"4";"0";"1";"0";"0"
"Player 1";"0";"20";"0";"4";"2.857142857142857";"1";"1";"3";"2";"0";"0"
"Player 3";"0";"20";"0";"1";"2.857142857142857";"1";"3";"2";"1";"0";"0"
"Player 3";"1";"22";"4";"0";"2.25";"3";"1";"3";"1";"0";"0"
"Player 1";"0";"16";"0";"2";"2.2857142857142856";"1";"5";"1";"0";"0";"0"
"Player 2";"0";"14";"0";"1";"2.3333333333333335";"2";"2";"1";"1";"0";"0"
"Player 2";"1";"22";"2";"2";"2.5";"1";"4";"1";"2";"0";"0"
"Player 3";"0";"20";"4";"1";"2.0";"2";"2";"2";"2";"0";"0"
"Player 1";"0";"18";"2";"2";"2.0";"2";"2";"3";"0";"0";"1"
"Player 3";"1";"19";"4";"3";"1.875";"2";"3";"2";"1";"0";"0"
"Player 2";"0";"15";"0";"1";"2.5";"1";"2";"2";"1";"0";"0"
"Player 1";"0";"12";"0";"0";"2.0";"0";"3";"2";"1";"0";"0"
"Player 2";"1";"18";"4";"0";"1.75";"3";"2";"2";"1";"0";"0"
"Player 1";"0";"17";"0";"0";"2.4285714285714284";"0";"3";"2";"1";"0";"1"
"Player 3";"0";"14";"0";"2";"2.3333333333333335";"2";"2";"1";"0";"0";"1"
"Player 2";"1";"25";"7";"0";"2.25";"2";"1";"3";"1";"0";"1"
"Player 3";"0";"25";"2";"2";"2.875";"2";"3";"2";"1";"0";"0"
"Player 1";"0";"15";"0";"1";"3.0";"1";"3";"0";"1";"0";"0"
"Player 1";"1";"29";"4";"1";"3.125";"3";"4";"0";"0";"0";"1"
"Player 3";"0";"22";"2";"0";"4.0";"1";"0";"2";"1";"0";"1"
"Player 2";"0";"10";"0";"0";"2.0";"1";"2";"2";"0";"0";"0"
"Player 1";"1";"30";"4";"3";"3.25";"2";"3";"0";"2";"0";"1"
"Player 2";"0";"20";"0";"2";"2.857142857142857";"0";"3";"3";"0";"0";"1"
"Player 3";"0";"7";"0";"1";"1.75";"1";"1";"2";"0";"0";"0"
"Player 2";"1";"28";"4";"1";"3.0";"1";"4";"0";"2";"0";"1"
"Player 3";"0";"27";"5";"0";"2.75";"1";"2";"3";"1";"0";"1"
"Player 1";"0";"23";"3";"2";"2.857142857142857";"2";"2";"1";"1";"0";"1"
"Player 2";"1";"29";"7";"2";"2.75";"2";"1";"3";"1";"0";"1"
"Player 3";"0";"14";"3";"1";"1.8333333333333333";"1";"2";"1";"1";"0";"1"
"Player 1";"0";"11";"0";"2";"2.75";"0";"2";"2";"0";"0";"0"
"Player 1";"1";"21";"0";"3";"3.0";"2";"2";"1";"0";"0";"2"
"Player 3";"0";"21";"0";"2";"3.0";"0";"4";"2";"0";"0";"1"
"Player 2";"0";"20";"4";"1";"2.0";"2";"3";"2";"1";"0";"0"
"Player 3";"1";"27";"5";"1";"2.75";"1";"2";"3";"1";"0";"1"
"Player 1";"0";"20";"4";"1";"2.0";"2";"4";"1";"1";"0";"0"
"Player 2";"0";"10";"0";"1";"1.6666666666666667";"2";"2";"1";"0";"0";"1"
"Player 1";"1";"34";"6";"3";"3.5";"2";"3";"0";"1";"0";"2"
"Player 3";"0";"21";"2";"1";"2.7142857142857144";"0";"2";"4";"0";"0";"1"
"Player 2";"0";"9";"0";"1";"2.25";"1";"2";"0";"1";"0";"0"
"Player 1";"1";"22";"7";"2";"1.875";"1";"3";"2";"1";"0";"1"
"Player 2";"0";"19";"0";"0";"2.7142857142857144";"1";"2";"3";"1";"0";"0"
"Player 3";"0";"18";"0";"0";"3.0";"1";"2";"0";"1";"0";"2"
"Player 1";"1";"26";"4";"2";"2.75";"0";"3";"2";"2";"0";"1"
"Player 3";"0";"17";"2";"6";"1.875";"1";"4";"2";"1";"0";"0"
"Player 2";"0";"14";"0";"2";"2.3333333333333335";"2";"0";"2";"2";"0";"0"
"Player 2";"1";"28";"7";"1";"2.625";"2";"3";"1";"1";"0";"1"
"Player 1";"0";"17";"0";"7";"2.4285714285714284";"2";"3";"1";"0";"0";"1"
"Player 3";"0";"11";"0";"1";"1.8333333333333333";"1";"3";"1";"1";"0";"0"
"Player 2";"1";"20";"4";"1";"2.0";"3";"3";"1";"1";"0";"0"
"Player 1";"0";"15";"0";"1";"3.0";"1";"1";"2";"1";"0";"0"
"Player 3";"0";"12";"0";"4";"3.0";"0";"2";"0";"2";"0";"0"
"Player 3";"1";"21";"7";"1";"2.0";"1";"3";"1";"1";"0";"1"
"Player 1";"0";"20";"2";"3";"3.0";"3";"0";"1";"0";"0";"2"
"Player 2";"0";"9";"0";"0";"1.5";"2";"2";"1";"1";"0";"0"
"Player 3";"1";"26";"7";"0";"2.375";"2";"2";"2";"1";"0";"1"
"Player 2";"0";"17";"0";"1";"3.4";"1";"2";"0";"1";"0";"1"
"Player 1";"0";"13";"0";"3";"3.25";"0";"2";"0";"1";"0";"1"
"Player 3";"1";"28";"5";"4";"2.875";"1";"3";"2";"1";"0";"1"
"Player 1";"0";"27";"7";"0";"2.5";"1";"3";"2";"1";"0";"1"
"Player 2";"0";"12";"0";"2";"2.0";"1";"3";"2";"0";"0";"0"
"Player 3";"1";"27";"4";"2";"2.875";"1";"3";"2";"0";"0";"2"
"Player 1";"0";"12";"0";"0";"2.0";"1";"2";"1";"0";"0";"2"
"Player 2";"0";"9";"0";"0";"1.5";"2";"3";"1";"0";"0";"0"
"Player 3";"1";"30";"2";"1";"3.5";"1";"2";"2";"3";"0";"0"
"Player 1";"0";"19";"4";"0";"1.875";"2";"3";"2";"1";"0";"0"
"Player 2";"0";"15";"0";"2";"2.5";"1";"4";"1";"0";"0";"0"
"Player 3";"1";"21";"4";"4";"2.125";"2";"4";"1";"0";"0";"1"
"Player 2";"0";"12";"0";"3";"1.7142857142857142";"2";"2";"2";"1";"0";"0"
"Player 1";"0";"5";"0";"1";"1.25";"1";"2";"1";"0";"0";"0"
"Player 2";"1";"21";"4";"2";"2.125";"2";"3";"2";"1";"0";"0"
"Player 1";"0";"17";"0";"1";"2.8333333333333335";"0";"3";"2";"1";"0";"0"
"Player 3";"0";"14";"0";"0";"2.8";"0";"2";"1";"1";"0";"1"
"Player 2";"1";"24";"3";"0";"3.0";"1";"2";"1";"2";"0";"1"
"Player 1";"0";"17";"4";"1";"1.8571428571428572";"2";"3";"1";"1";"0";"0"
"Player 3";"0";"17";"0";"4";"2.8333333333333335";"1";"2";"0";"2";"0";"1"
"Player 1";"1";"32";"7";"1";"3.125";"1";"2";"2";"1";"0";"2"
"Player 2";"0";"23";"5";"1";"3.0";"1";"2";"1";"1";"0";"1"
"Player 3";"0";"15";"0";"0";"2.142857142857143";"2";"3";"2";"0";"0";"0"
"Player 3";"1";"23";"7";"3";"2.0";"2";"2";"2";"1";"0";"1"
"Player 1";"0";"13";"0";"4";"3.25";"0";"2";"1";"1";"0";"0"
"Player 2";"0";"12";"0";"1";"2.0";"2";"2";"1";"1";"0";"0"
"Player 1";"1";"28";"4";"1";"3.0";"1";"4";"2";"1";"0";"0"
"Player 2";"0";"20";"2";"1";"2.25";"2";"2";"3";"1";"0";"0"
"Player 3";"0";"11";"0";"1";"3.6666666666666665";"1";"1";"1";"0";"0";"0"
"Player 2";"1";"26";"7";"2";"2.7142857142857144";"1";"3";"1";"1";"0";"1"
"Player 3";"0";"21";"2";"2";"2.375";"1";"3";"3";"1";"0";"0"
"Player 1";"0";"12";"0";"0";"1.7142857142857142";"2";"2";"2";"0";"0";"1"
"Player 2";"1";"22";"4";"0";"2.25";"3";"3";"1";"0";"0";"1"
"Player 1";"0";"20";"0";"0";"2.857142857142857";"0";"3";"2";"1";"0";"1"
"Player 3";"0";"14";"0";"2";"2.3333333333333335";"1";"2";"2";"0";"0";"1"
"Player 1";"1";"25";"2";"0";"2.875";"2";"2";"3";"1";"0";"0"
"Player 3";"0";"25";"4";"0";"2.625";"1";"3";"3";"1";"0";"0"
"Player 2";"0";"5";"0";"1";"1.6666666666666667";"1";"1";"1";"0";"0";"0"
"Player 2";"1";"30";"5";"1";"3.5714285714285716";"1";"1";"1";"2";"0";"2"
"Player 3";"0";"28";"9";"8";"2.375";"1";"4";"1";"1";"0";"1"
"Player 1";"0";"23";"3";"4";"2.857142857142857";"1";"2";"2";"1";"0";"1"
