"Random";"0";"5";"0";"2";"5.0";"0";"0";"0";"0";"0";"1"
"Richard-Alphonse";"1";"28";"7";"5";"2.625";"1";"3";"2";"1";"0";"1"
"Our AI";"0";"11";"0";"4";"1.8333333333333333";"1";"2";"2";"1";"0";"0"
"Random";"0";"11";"0";"1";"3.6666666666666665";"0";"2";"0";"1";"0";"0"
"Our AI";"1";"30";"7";"2";"2.875";"2";"2";"2";"1";"0";"1"
"Richard-Alphonse";"0";"16";"0";"3";"3.2";"0";"1";"1";"2";"0";"1"
"Random";"0";"10";"0";"4";"2.5";"0";"1";"0";"2";"0";"1"
"Our AI";"1";"35";"9";"1";"3.25";"1";"2";"2";"2";"0";"1"
"Richard-Alphonse";"0";"17";"3";"1";"2.3333333333333335";"1";"2";"1";"1";"0";"1"
"Random";"0";"12";"2";"0";"5.0";"0";"1";"0";"0";"0";"1"
"Our AI";"1";"20";"4";"7";"2.0";"3";"3";"1";"1";"0";"0"
"Richard-Alphonse";"0";"11";"0";"2";"1.8333333333333333";"2";"2";"1";"1";"0";"0"
"Random";"0";"10";"0";"0";"3.3333333333333335";"2";"1";"0";"0";"0";"0"
"Our AI";"1";"20";"4";"3";"2.0";"2";"2";"3";"1";"0";"0"
"Richard-Alphonse";"0";"13";"0";"1";"1.8571428571428572";"1";"2";"3";"1";"0";"0"
"Random";"0";"9";"0";"5";"3.0";"0";"1";"0";"1";"0";"1"
"Our AI";"1";"25";"7";"10";"2.25";"1";"4";"1";"1";"0";"1"
"Random";"0";"14";"0";"5";"2.3333333333333335";"1";"0";"3";"1";"0";"1"
"Richard-Alphonse";"0";"13";"0";"0";"1.8571428571428572";"2";"2";"2";"0";"0";"1"
"Our AI";"1";"23";"3";"4";"2.857142857142857";"1";"3";"1";"1";"0";"1"
"Richard-Alphonse";"0";"22";"4";"10";"2.25";"1";"3";"3";"1";"0";"0"
"Random";"0";"18";"2";"2";"4.0";"0";"0";"1";"1";"0";"2"
"Our AI";"1";"26";"4";"2";"2.75";"2";"3";"1";"2";"0";"0"
"Richard-Alphonse";"0";"16";"0";"0";"2.2857142857142856";"1";"2";"3";"1";"0";"0"
"Random";"0";"11";"0";"7";"3.6666666666666665";"0";"1";"1";"1";"0";"0"
"Our AI";"1";"27";"7";"3";"2.5";"3";"1";"2";"1";"0";"1"
"Richard-Alphonse";"0";"24";"3";"1";"3.0";"2";"1";"1";"2";"0";"1"
"Random";"0";"13";"0";"4";"3.25";"1";"0";"1";"2";"0";"0"
"Richard-Alphonse";"1";"23";"4";"0";"2.375";"2";"3";"3";"0";"0";"0"
"Our AI";"0";"19";"2";"2";"2.125";"2";"1";"3";"2";"0";"0"
"Random";"0";"9";"0";"0";"3.0";"0";"2";"1";"0";"0";"0"
"Our AI";"1";"20";"4";"3";"2.0";"1";"4";"2";"1";"0";"0"
"Richard-Alphonse";"0";"18";"0";"3";"2.5714285714285716";"1";"3";"2";"1";"0";"0"
"Random";"0";"9";"0";"8";"3.0";"1";"1";"0";"0";"0";"1"
"Our AI";"1";"24";"5";"4";"2.375";"2";"3";"1";"1";"0";"1"
"Richard-Alphonse";"0";"19";"4";"0";"1.875";"3";"2";"2";"1";"0";"0"
"Random";"0";"7";"0";"10";"2.3333333333333335";"1";"0";"2";"0";"0";"0"
"Our AI";"1";"24";"7";"3";"2.125";"2";"3";"1";"1";"0";"1"
"Richard-Alphonse";"0";"14";"0";"3";"2.0";"2";"2";"2";"1";"0";"0"
"Random";"0";"12";"0";"1";"3.0";"0";"1";"0";"2";"0";"1"
"Our AI";"1";"20";"4";"12";"2.0";"1";"3";"2";"2";"0";"0"
"Richard-Alphonse";"0";"15";"0";"0";"2.142857142857143";"0";"2";"3";"1";"0";"1"
"Random";"0";"12";"0";"6";"2.4";"0";"1";"3";"1";"0";"0"
"Our AI";"1";"20";"4";"4";"2.0";"1";"3";"3";"1";"0";"0"
"Richard-Alphonse";"0";"17";"0";"1";"2.8333333333333335";"1";"2";"1";"2";"0";"0"
"Random";"0";"5";"0";"1";"2.5";"0";"1";"0";"1";"0";"0"
"Our AI";"1";"23";"4";"5";"2.375";"1";"4";"2";"1";"0";"0"
"Richard-Alphonse";"0";"16";"0";"0";"2.2857142857142856";"2";"2";"2";"1";"0";"0"
"Random";"0";"5";"0";"4";"2.5";"0";"1";"1";"0";"0";"0"
"Our AI";"1";"20";"4";"2";"2.0";"2";"4";"1";"0";"0";"1"
"Richard-Alphonse";"0";"12";"0";"2";"2.0";"2";"3";"0";"1";"0";"0"
"Random";"0";"8";"0";"3";"2.6666666666666665";"1";"1";"0";"1";"0";"0"
"Our AI";"1";"32";"7";"6";"3.125";"2";"2";"1";"2";"0";"1"
"Richard-Alphonse";"0";"17";"0";"0";"2.4285714285714284";"2";"0";"3";"1";"0";"1"
"Random";"0";"13";"0";"4";"3.25";"0";"2";"1";"1";"0";"0"
"Richard-Alphonse";"1";"34";"7";"2";"3.375";"2";"3";"1";"1";"0";"1"
"Our AI";"0";"19";"2";"4";"2.125";"2";"3";"2";"1";"0";"0"
"Random";"0";"12";"0";"1";"2.4";"0";"2";"1";"1";"0";"1"
"Our AI";"1";"27";"4";"3";"2.875";"1";"2";"4";"0";"0";"1"
"Richard-Alphonse";"0";"17";"0";"0";"3.4";"1";"1";"0";"2";"0";"1"
"Random";"0";"8";"0";"1";"2.6666666666666665";"1";"1";"1";"0";"0";"0"
"Our AI";"1";"32";"9";"4";"2.875";"3";"1";"1";"2";"0";"1"
"Richard-Alphonse";"0";"27";"5";"1";"3.142857142857143";"1";"2";"2";"1";"0";"1"
"Random";"0";"11";"0";"6";"2.75";"0";"2";"1";"0";"0";"1"
"Our AI";"1";"28";"7";"3";"2.625";"2";"1";"3";"1";"0";"1"
"Richard-Alphonse";"0";"8";"0";"1";"1.6";"1";"2";"1";"1";"0";"0"
"Random";"0";"2";"0";"2";"2.0";"0";"0";"1";"0";"0";"0"
"Our AI";"1";"25";"4";"12";"2.625";"2";"3";"2";"1";"0";"0"
"Richard-Alphonse";"0";"15";"0";"1";"2.142857142857143";"3";"3";"1";"0";"0";"0"
"Random";"0";"5";"0";"9";"2.5";"1";"1";"0";"0";"0";"0"
"Richard-Alphonse";"1";"19";"4";"1";"1.875";"1";"3";"3";"1";"0";"0"
"Our AI";"0";"8";"0";"2";"2.0";"0";"2";"1";"1";"0";"0"
"Random";"0";"6";"0";"8";"3.0";"0";"0";"0";"1";"0";"1"
"Our AI";"1";"23";"4";"3";"2.375";"2";"4";"1";"1";"0";"0"
"Richard-Alphonse";"0";"15";"0";"0";"2.142857142857143";"2";"1";"3";"0";"0";"1"
"Random";"0";"5";"0";"6";"2.5";"0";"1";"0";"1";"0";"0"
"Richard-Alphonse";"1";"25";"7";"1";"2.25";"1";"3";"2";"1";"0";"1"
"Our AI";"0";"21";"5";"2";"2.0";"3";"2";"1";"1";"0";"1"
"Random";"0";"21";"2";"2";"3.1666666666666665";"1";"2";"1";"0";"0";"2"
"Our AI";"1";"22";"4";"1";"2.25";"2";"3";"2";"1";"0";"0"
"Richard-Alphonse";"0";"11";"0";"1";"2.2";"1";"3";"0";"1";"0";"0"
"Random";"0";"10";"0";"1";"2.0";"0";"2";"3";"0";"0";"0"
"Our AI";"1";"28";"7";"3";"2.625";"2";"2";"1";"2";"0";"1"
"Richard-Alphonse";"0";"19";"3";"0";"2.2857142857142856";"1";"3";"1";"1";"0";"1"
"Random";"0";"13";"0";"6";"2.6";"1";"2";"0";"2";"0";"0"
"Richard-Alphonse";"1";"25";"4";"0";"2.625";"2";"4";"1";"1";"0";"0"
"Our AI";"0";"15";"0";"5";"2.5";"1";"3";"1";"1";"0";"0"
"Random";"0";"12";"0";"4";"3.0";"0";"3";"0";"1";"0";"0"
"Our AI";"1";"31";"7";"0";"3.0";"2";"2";"2";"1";"0";"1"
"Richard-Alphonse";"0";"6";"0";"0";"1.5";"2";"1";"1";"0";"0";"0"
"Random";"0";"5";"0";"6";"2.5";"0";"1";"1";"0";"0";"0"
"Richard-Alphonse";"1";"29";"7";"1";"2.75";"2";"2";"1";"2";"0";"1"
"Our AI";"0";"11";"0";"2";"1.8333333333333333";"2";"2";"2";"0";"0";"0"
"Random";"0";"5";"0";"5";"2.5";"1";"0";"1";"0";"0";"0"
"Our AI";"1";"32";"7";"5";"3.125";"1";"2";"1";"1";"0";"3"
"Random";"0";"16";"2";"0";"4.666666666666667";"0";"0";"0";"1";"0";"2"
"Richard-Alphonse";"0";"6";"0";"0";"1.5";"1";"1";"2";"0";"0";"0"
"Richard-Alphonse";"1";"24";"7";"2";"2.125";"2";"2";"2";"1";"0";"1"
"Our AI";"0";"15";"0";"3";"2.5";"1";"2";"2";"1";"0";"0"
"Random";"0";"8";"0";"4";"2.6666666666666665";"2";"1";"0";"0";"0";"0"
"Richard-Alphonse";"1";"19";"4";"0";"1.875";"2";"3";"2";"1";"0";"0"
"Our AI";"0";"13";"0";"7";"2.1666666666666665";"1";"3";"1";"1";"0";"0"
"Random";"0";"3";"0";"9";"1.5";"0";"2";"0";"0";"0";"0"
"Our AI";"1";"23";"4";"3";"2.375";"2";"3";"2";"1";"0";"0"
"Richard-Alphonse";"0";"20";"0";"1";"3.3333333333333335";"1";"1";"2";"0";"0";"2"
"Random";"0";"10";"0";"3";"3.3333333333333335";"0";"2";"1";"0";"0";"0"
"Richard-Alphonse";"1";"23";"4";"1";"2.375";"3";"2";"3";"0";"0";"0"
"Our AI";"0";"21";"2";"2";"2.375";"3";"2";"2";"1";"0";"0"
"Random";"0";"5";"0";"5";"2.5";"1";"1";"0";"0";"0";"0"
"Our AI";"1";"22";"4";"5";"2.25";"2";"4";"1";"1";"0";"0"
"Richard-Alphonse";"0";"12";"0";"2";"2.0";"2";"1";"2";"1";"0";"0"
"Random";"0";"12";"0";"2";"2.4";"1";"2";"1";"1";"0";"0"
"Our AI";"1";"26";"4";"8";"2.75";"2";"2";"2";"2";"0";"0"
"Richard-Alphonse";"0";"19";"0";"4";"3.1666666666666665";"1";"2";"2";"1";"0";"0"
"Random";"0";"10";"0";"3";"3.3333333333333335";"1";"1";"0";"1";"0";"0"
"Our AI";"1";"21";"4";"2";"2.125";"4";"1";"2";"1";"0";"0"
"Random";"0";"16";"0";"10";"2.6666666666666665";"2";"1";"2";"1";"0";"0"
"Richard-Alphonse";"0";"13";"0";"0";"1.8571428571428572";"3";"3";"1";"0";"0";"0"
"Our AI";"1";"23";"4";"2";"2.375";"2";"3";"2";"0";"0";"1"
"Richard-Alphonse";"0";"17";"0";"1";"3.4";"0";"2";"1";"2";"0";"0"
"Random";"0";"3";"0";"3";"3.0";"0";"0";"1";"0";"0";"0"
"Richard-Alphonse";"1";"20";"4";"4";"2.0";"1";"3";"3";"0";"0";"1"
"Random";"0";"11";"2";"2";"4.5";"0";"0";"1";"0";"0";"1"
"Our AI";"0";"8";"0";"4";"1.6";"1";"3";"1";"0";"0";"0"
"Our AI";"1";"25";"4";"2";"3.0";"2";"3";"0";"1";"0";"1"
"Richard-Alphonse";"0";"12";"0";"0";"4.0";"0";"1";"0";"1";"0";"1"
"Random";"0";"9";"0";"3";"3.0";"2";"1";"0";"0";"0";"0"
"Our AI";"1";"18";"4";"3";"1.75";"1";"3";"3";"0";"0";"1"
"Richard-Alphonse";"0";"8";"0";"0";"1.6";"1";"2";"2";"0";"0";"0"
"Random";"0";"3";"0";"7";"1.5";"0";"1";"1";"0";"0";"0"
"Richard-Alphonse";"1";"23";"7";"0";"2.0";"1";"3";"2";"1";"0";"1"
"Our AI";"0";"16";"0";"7";"2.2857142857142856";"1";"3";"2";"1";"0";"0"
